MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
1212;06/09/1992;Đợt bí tích ngày 06 tháng 09 năm 1992;;0;Bùi Chu;2018/10/05 01:43:01;1234
1213;09/04/1992;Đợt bí tích ngày 09 tháng 04 năm 1992;Lm. Gioakim Nguyễn Duy Thiên;0;Gx. Quỳnh Ngọc;2018/10/05 01:43:01;1234
1214;06/04/1992;Đợt bí tích ngày 06 tháng 04 năm 1992;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1215;01/11/1992;Đợt bí tích ngày 01 tháng 11 năm 1992;;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
1216;25/10/1992;Đợt bí tích ngày 25 tháng 10 năm 1992;Lm Antôn Nguyễn Đức Hiếu, O P;0;Giáo Họ Giuse, Gx Thiên Ân;2018/10/05 01:43:01;1234
1217;15/04/1992;Đợt bí tích ngày 15 tháng 04 năm 1992;;0;Thái Hòa;2018/10/05 01:43:01;1234
1218;05/01/1992;Đợt bí tích ngày 05 tháng 01 năm 1992;Lm Giuse Phạm Văn Hoàng;0;Gx Lộc Lâm;2018/10/05 01:43:01;1234
1219;27/12/1992;Đợt bí tích ngày 27 tháng 12 năm 1992;;0;Gx. Sài Quất;2018/10/05 01:43:01;1234
1220;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;;0;Gx Tân Cang;2018/10/05 01:43:01;1234
1221;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1222;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;F.x. Nguyễn Đức Đạt;0;Thánh Tâm;2018/10/05 01:43:01;1234
1223;18/04/1992;Đợt bí tích ngày 18 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1224;02/04/1992;Đợt bí tích ngày 02 tháng 04 năm 1992;Tôma Nguyễn Văn Khiêm;0;Hàng Sao;2018/10/05 01:43:01;1234
1225;05/07/1992;Đợt bí tích ngày 05 tháng 07 năm 1992;Vinh-sơn Ngô Minh Tuấn;0;Biên Hòa;2018/10/05 01:43:01;1234
1226;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1227;04/10/1992;Đợt bí tích ngày 04 tháng 10 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1228;08/04/1992;Đợt bí tích ngày 08 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1229;02/08/1992;Đợt bí tích ngày 02 tháng 08 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1230;02/02/1992;Đợt bí tích ngày 02 tháng 02 năm 1992;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1231;09/08/1992;Đợt bí tích ngày 09 tháng 08 năm 1992;;0;Bình Lợi;2018/10/05 01:43:01;1234
1232;02/02/1992;Đợt bí tích ngày 02 tháng 02 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1233;08/11/1992;Đợt bí tích ngày 08 tháng 11 năm 1992;Phero Vương Văn Tuyên;0;Nam Hải;2018/10/05 01:43:01;1234
1234;09/10/1992;Đợt bí tích ngày 09 tháng 10 năm 1992;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1235;22/12/1992;Đợt bí tích ngày 22 tháng 12 năm 1992;Lm. Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1236;06/10/1992;Đợt bí tích ngày 06 tháng 10 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1237;17/06/1992;Đợt bí tích ngày 17 tháng 06 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1238;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;Giuse Đặng Sỹ Bình;0;Thánh Linh;2018/10/05 01:43:01;1234
1239;02/03/1992;Đợt bí tích ngày 02 tháng 03 năm 1992;Anton Phan Tự Cường;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1240;06/09/1992;Đợt bí tích ngày 06 tháng 09 năm 1992;Giuse Phạm Văn Hoàng;0;Lộc Lâm;2018/10/05 01:43:01;1234
1241;03/05/1992;Đợt bí tích ngày 03 tháng 05 năm 1992;Đaminh Phạm Kiến Thành;0;Xuân Bình;2018/10/05 01:43:01;1234
1242;18/04/1992;Đợt bí tích ngày 18 tháng 04 năm 1992;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1243;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1244;26/01/1992;Đợt bí tích ngày 26 tháng 01 năm 1992;Đaminh Nguyễn Hưng Phong;0;Sài Quất;2018/10/05 01:43:01;1234
1245;05/11/1992;Đợt bí tích ngày 05 tháng 11 năm 1992;Đaminh Trần Ngọc Tuất;0;Ninh Mỹ;2018/10/05 01:43:01;1234
1246;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1247;14/04/1992;Đợt bí tích ngày 14 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1248;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1249;20/08/1992;Đợt bí tích ngày 20 tháng 08 năm 1992;Giuse Trần Xuân Chiêu;0;Phục Lễ;2018/10/05 01:43:01;1234
1250;26/02/1992;Đợt bí tích ngày 26 tháng 02 năm 1992;Tu Sĩ Phaolo Võ Thành Long;0;Tân Thành;2018/10/05 01:43:01;1234
1251;08/04/1992;Đợt bí tích ngày 08 tháng 04 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1252;05/01/1992;Đợt bí tích ngày 05 tháng 01 năm 1992;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1253;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;Vinhson Ngô Minh Tuấn;0;Biên Hòa;2018/10/05 01:43:01;1234
1254;27/06/1992;Đợt bí tích ngày 27 tháng 06 năm 1992;Tự;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1255;22/11/1992;Đợt bí tích ngày 22 tháng 11 năm 1992;Gioan Baotixita Đinh Tiến Hướng;0;Phú Sơn;2018/10/05 01:43:01;1234
1256;05/07/1992;Đợt bí tích ngày 05 tháng 07 năm 1992;Bùi Quốc Khánh;0;Hòa Bình;2018/10/05 01:43:01;1234
1257;26/04/1992;Đợt bí tích ngày 26 tháng 04 năm 1992;Luca Nguyễn Thanh Bình;0;Mỹ Hòa;2018/10/05 01:43:01;1234
1258;09/08/1992;Đợt bí tích ngày 09 tháng 08 năm 1992;Rô-cô Đinh Hữu Phương;0;Phúc Hải;2018/10/05 01:43:01;1234
1259;07/11/1992;Đợt bí tích ngày 07 tháng 11 năm 1992;Đaminh Trần Văn Minh;0;Lộc Hòa;2018/10/05 01:43:01;1234
1260;23/12/1992;Đợt bí tích ngày 23 tháng 12 năm 1992;Bắc Mô;0;Indonesia;2018/10/05 01:43:01;1234
1261;05/04/1992;Đợt bí tích ngày 05 tháng 04 năm 1992;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1262;08/11/1992;Đợt bí tích ngày 08 tháng 11 năm 1992;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1263;04/04/1992;Đợt bí tích ngày 04 tháng 04 năm 1992;;0;Gx Đông Vinh;2018/10/05 01:43:01;1234
1264;01/03/1992;Đợt bí tích ngày 01 tháng 03 năm 1992;G B Trần Văn Hộ;0;Hòa Bình;2018/10/05 01:43:01;1234
1265;16/09/1993;Đợt bí tích ngày 16 tháng 09 năm 1993;Lm G B Mai Đức Long;0;Gx Thánh Gia;2018/10/05 01:43:01;1234
1266;01/11/1993;Đợt bí tích ngày 01 tháng 11 năm 1993;Phó Tế Antôn Nguyễn Tự Cường;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1267;29/12/1993;Đợt bí tích ngày 29 tháng 12 năm 1993;Lm G B Phạm Ngọc Châu;0;Nhà Thờ Phương Xá;2018/10/05 01:43:01;1234
1268;04/10/1993;Đợt bí tích ngày 04 tháng 10 năm 1993;Lm. Augustinô Vũ Văn Hương;0;Thọ Cách, Gx Vân Am;2018/10/05 01:43:01;1234
1269;02/05/1993;Đợt bí tích ngày 02 tháng 05 năm 1993;;0;Gx Tân Bắc;2018/10/05 01:43:01;1234
1270;21/05/1993;Đợt bí tích ngày 21 tháng 05 năm 1993;Lm. Đaminh Hoàng Văn Kiểu;0;Gx Văn Giáo, Gp Bùi Chu;2018/10/05 01:43:01;1234
1271;11/04/1993;Đợt bí tích ngày 11 tháng 04 năm 1993;F.x. Nguyễn Viết Linh;0;Tu Viện Mẫu Tâm;2018/10/05 01:43:01;1234
1272;09/05/1993;Đợt bí tích ngày 09 tháng 05 năm 1993;;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1273;27/04/1993;Đợt bí tích ngày 27 tháng 04 năm 1993;;0;Gx Xuân Phú;2018/10/05 01:43:01;1234
1274;10/04/1993;Đợt bí tích ngày 10 tháng 04 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1275;07/02/1993;Đợt bí tích ngày 07 tháng 02 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1101;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1102;05/06/1989;Đợt bí tích ngày 05 tháng 06 năm 1989;Đaminh Thuận;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1103;03/12/1989;Đợt bí tích ngày 03 tháng 12 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1104;01/10/1989;Đợt bí tích ngày 01 tháng 10 năm 1989;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1105;01/10/1989;Đợt bí tích ngày 01 tháng 10 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1106;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;Anton Nguyễn Ngọc Thụy;0;Thánh Tâm;2018/10/05 01:43:01;1234
1107;04/06/1989;Đợt bí tích ngày 04 tháng 06 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1108;18/11/1989;Đợt bí tích ngày 18 tháng 11 năm 1989;Hieronimo Phạm Quang Tự;0;Dòng Thánh Gioan Thiên Chúa;2018/10/05 01:43:01;1234
1109;06/03/1989;Đợt bí tích ngày 06 tháng 03 năm 1989;Đam Hoàng Bình Thuận;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1110;25/03/1989;Đợt bí tích ngày 25 tháng 03 năm 1989;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1111;16/08/1989;Đợt bí tích ngày 16 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1112;08/07/1989;Đợt bí tích ngày 08 tháng 07 năm 1989;Giuse Nguyễn Kim Đoan;0;Bùi Thượng;2018/10/05 01:43:01;1234
1113;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1114;15/02/1989;Đợt bí tích ngày 15 tháng 02 năm 1989;Anton Nguyễn Trọng Quý;0;Lai Ổn;2018/10/05 01:43:01;1234
1115;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;Lm Giuse Phạm Ngọc Tuấn;0;Tân Bắc;2018/10/05 01:43:01;1234
1116;03/12/1989;Đợt bí tích ngày 03 tháng 12 năm 1989;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1117;05/08/1989;Đợt bí tích ngày 05 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1118;04/06/1989;Đợt bí tích ngày 04 tháng 06 năm 1989;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1119;05/02/1989;Đợt bí tích ngày 05 tháng 02 năm 1989;Phaolo Bùi Đức Kỳ;0;Mai Khôi, Tgp Sài Gòn;2018/10/05 01:43:01;1234
1120;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1121;14/02/1989;Đợt bí tích ngày 14 tháng 02 năm 1989;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1144;05/08/1990;Đợt bí tích ngày 05 tháng 08 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1145;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1146;12/10/1990;Đợt bí tích ngày 12 tháng 10 năm 1990;Anton Nguyễn Văn Huề;0;Họ Giuse;2018/10/05 01:43:01;1234
1147;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1148;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Micae Nguyễn Hữu Kiều;0;Thánh Mẫu;2018/10/05 01:43:01;1234
1149;14/04/1990;Đợt bí tích ngày 14 tháng 04 năm 1990;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1150;21/01/1990;Đợt bí tích ngày 21 tháng 01 năm 1990;;0;Gx Mỹ Vân, Gp Phú Cường;2018/10/05 01:43:01;1234
1151;03/09/1990;Đợt bí tích ngày 03 tháng 09 năm 1990;Đaminh Nguyễn Trung Thành;0;Thái Hòa;2018/10/05 01:43:01;1234
1152;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1153;25/01/1990;Đợt bí tích ngày 25 tháng 01 năm 1990;Savio Trần Ngọc Tuyên;0;Dòng Gioan Thiên Chúa;2018/10/05 01:43:01;1234
1154;02/09/1990;Đợt bí tích ngày 02 tháng 09 năm 1990;Đỗ Phong;0;Sài Quất;2018/10/05 01:43:01;1234
1155;14/04/1990;Đợt bí tích ngày 14 tháng 04 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1156;08/01/1990;Đợt bí tích ngày 08 tháng 01 năm 1990;Đaminh Hoàng Bình Thuận;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1157;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1158;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1159;05/01/1990;Đợt bí tích ngày 05 tháng 01 năm 1990;Đaminh Trần Thái Hiệp;0;Thái Xuân;2018/10/05 01:43:01;1234
1160;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1161;04/03/1990;Đợt bí tích ngày 04 tháng 03 năm 1990;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2018/10/05 01:43:01;1234
1162;25/01/1990;Đợt bí tích ngày 25 tháng 01 năm 1990;;0;Dòng Trợ Thế Thánh Gioan Thiên Chúa;2018/10/05 01:43:01;1234
1163;20/12/1990;Đợt bí tích ngày 20 tháng 12 năm 1990;Giuse Trần Xuân Chiêu;0;Phục Lễ;2018/10/05 01:43:01;1234
1164;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;;0;Hòa Bình;2018/10/05 01:43:01;1234
1165;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1187;02/10/1991;Đợt bí tích ngày 02 tháng 10 năm 1991;Giuse Nguyễn Hưng Lợi;0;Phú Sơn;2018/10/05 01:43:01;1234
1188;03/09/1991;Đợt bí tích ngày 03 tháng 09 năm 1991;Anton Maria Phan Tự Cường;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1189;08/12/1991;Đợt bí tích ngày 08 tháng 12 năm 1991;Giuse Trần Xuân Chiêu;0;Phục Lễ;2018/10/05 01:43:01;1234
1190;06/10/1991;Đợt bí tích ngày 06 tháng 10 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1191;03/02/1991;Đợt bí tích ngày 03 tháng 02 năm 1991;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1192;22/09/1991;Đợt bí tích ngày 22 tháng 09 năm 1991;Giuse Hoàng Đức An;0;Hưng Bình;2018/10/05 01:43:01;1234
1193;03/02/1991;Đợt bí tích ngày 03 tháng 02 năm 1991;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1194;04/08/1991;Đợt bí tích ngày 04 tháng 08 năm 1991;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1195;02/06/1991;Đợt bí tích ngày 02 tháng 06 năm 1991;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1196;18/08/1991;Đợt bí tích ngày 18 tháng 08 năm 1991;Pet Vương Văn Tuyên;0;Kẻ Sặt 2;2018/10/05 01:43:01;1234
1197;01/12/1991;Đợt bí tích ngày 01 tháng 12 năm 1991;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1198;31/03/1991;Đợt bí tích ngày 31 tháng 03 năm 1991;Angielo Nguyễn Ngọc Thụy;0;Thánh Tâm;2018/10/05 01:43:01;1234
1199;03/02/1991;Đợt bí tích ngày 03 tháng 02 năm 1991;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1200;13/10/1991;Đợt bí tích ngày 13 tháng 10 năm 1991;G.b. Đinh Tiến Hướng;0;Phú Sơn;2018/10/05 01:43:01;1234
1201;05/10/1991;Đợt bí tích ngày 05 tháng 10 năm 1991;Đaminh Trần Văn Minh;0;Lộc Hòa;2018/10/05 01:43:01;1234
1202;03/11/1991;Đợt bí tích ngày 03 tháng 11 năm 1991;Giuse Phạm Ngọc Tuấn;0;Tân Bắc;2018/10/05 01:43:01;1234
1203;11/12/1991;Đợt bí tích ngày 11 tháng 12 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1204;18/04/1991;Đợt bí tích ngày 18 tháng 04 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1205;06/01/1991;Đợt bí tích ngày 06 tháng 01 năm 1991;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1206;25/12/1991;Đợt bí tích ngày 25 tháng 12 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1207;06/10/1991;Đợt bí tích ngày 06 tháng 10 năm 1991;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1208;05/07/1992;Đợt bí tích ngày 05 tháng 07 năm 1992;;0;Gx Thánh Tâm;2018/10/05 01:43:01;1234
1624;08/12/2003;Đợt bí tích ngày 08 tháng 12 năm 2003;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1625;14/12/2003;Đợt bí tích ngày 14 tháng 12 năm 2003;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1626;07/12/2003;Đợt bí tích ngày 07 tháng 12 năm 2003;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1627;04/05/2003;Đợt bí tích ngày 04 tháng 05 năm 2003;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1628;06/04/2003;Đợt bí tích ngày 06 tháng 04 năm 2003;F.x. Nguyễn Đức Đạt;0;Thánh Tâm;2018/10/05 01:43:01;1234
1629;26/01/2003;Đợt bí tích ngày 26 tháng 01 năm 2003;Phêrô Nguyễn Quốc Túy;0;Tân Thái Sơn;2018/10/05 01:43:01;1234
1630;05/10/2003;Đợt bí tích ngày 05 tháng 10 năm 2003;Đaminh Đặng Duy Hỏa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1631;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1632;11/05/2003;Đợt bí tích ngày 11 tháng 05 năm 2003;Vinc Nguyễn Văn Tuyền;0;Xuân Trà;2018/10/05 01:43:01;1234
1633;03/08/2003;Đợt bí tích ngày 03 tháng 08 năm 2003;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1634;02/03/2003;Đợt bí tích ngày 02 tháng 03 năm 2003;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1635;01/09/2003;Đợt bí tích ngày 01 tháng 09 năm 2003;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1636;12/01/2003;Đợt bí tích ngày 12 tháng 01 năm 2003;Đaminh Đặng Duy Hỏa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1637;14/09/2003;Đợt bí tích ngày 14 tháng 09 năm 2003;Lm Saviô Trần Ngọc Tuyên, O H;0;Dòng Trợ Thế Thánh Gioan Thiên Chúa;2018/10/05 01:43:01;1234
1638;06/07/2003;Đợt bí tích ngày 06 tháng 07 năm 2003;Phaolo Nguyễn Quốc Hưng;0;Chợ Cầu;2018/10/05 01:43:01;1234
1639;04/05/2003;Đợt bí tích ngày 04 tháng 05 năm 2003;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1640;01/12/2003;Đợt bí tích ngày 01 tháng 12 năm 2003;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1641;06/07/2003;Đợt bí tích ngày 06 tháng 07 năm 2003;Đaminh Hà Thế Tâm;0;Ngô Xá;2018/10/05 01:43:01;1234
1642;05/08/2003;Đợt bí tích ngày 05 tháng 08 năm 2003;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1643;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;Giuse Phạm Văn Hoàng;0;Lộc Lâm;2018/10/05 01:43:01;1234
1644;12/01/2003;Đợt bí tích ngày 12 tháng 01 năm 2003;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1645;02/03/2003;Đợt bí tích ngày 02 tháng 03 năm 2003;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1667;25/04/2004;Đợt bí tích ngày 25 tháng 04 năm 2004;G.b. Võ Văn Ánh;0;Tân Định;2018/10/05 01:43:01;1234
1668;29/04/2004;Đợt bí tích ngày 29 tháng 04 năm 2004;Giuse Phạm An Lập;0;Đaminh;2018/10/05 01:43:01;1234
1669;05/11/2004;Đợt bí tích ngày 05 tháng 11 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1670;04/07/2004;Đợt bí tích ngày 04 tháng 07 năm 2004;Lm. Gioakim Nguyễn Trí Bằng, S S S;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1671;02/08/2004;Đợt bí tích ngày 02 tháng 08 năm 2004;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1672;08/11/2004;Đợt bí tích ngày 08 tháng 11 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1673;14/11/2004;Đợt bí tích ngày 14 tháng 11 năm 2004;Giuse Tạ Minh Chiến;0;Tân Mai;2018/10/05 01:43:01;1234
1674;22/12/2004;Đợt bí tích ngày 22 tháng 12 năm 2004;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1675;06/06/2004;Đợt bí tích ngày 06 tháng 06 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1676;06/12/2004;Đợt bí tích ngày 06 tháng 12 năm 2004;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1677;04/01/2004;Đợt bí tích ngày 04 tháng 01 năm 2004;;0;;2018/10/05 01:43:01;1234
1678;01/08/2004;Đợt bí tích ngày 01 tháng 08 năm 2004;Lm Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1679;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1680;12/09/2004;Đợt bí tích ngày 12 tháng 09 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1681;02/05/2004;Đợt bí tích ngày 02 tháng 05 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1682;03/10/2004;Đợt bí tích ngày 03 tháng 10 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1683;05/01/2004;Đợt bí tích ngày 05 tháng 01 năm 2004;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1684;12/09/2004;Đợt bí tích ngày 12 tháng 09 năm 2004;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1685;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Đaminh Đặng Duy Hỏa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1686;04/01/2004;Đợt bí tích ngày 04 tháng 01 năm 2004;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1687;22/03/2004;Đợt bí tích ngày 22 tháng 03 năm 2004;;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1688;10/06/2004;Đợt bí tích ngày 10 tháng 06 năm 2004;Gioakim Nguyễn Duy Thiện;0;Quỳnh Lang;2018/10/05 01:43:01;1234
1710;06/05/2005;Đợt bí tích ngày 06 tháng 05 năm 2005;Phê-rô Ngô Anh Tấn;0;Long Điền;2018/10/05 01:43:01;1234
