MaDotBiTich;MaGiaoDan;GhiChu;UpdateDate;MaGiaoXuRieng
1026;2264;;2018/10/05 01:43:01;1234
1021;2792;;2018/10/05 01:43:01;1234
1020;3033;;2018/10/05 01:43:01;1234
1046;2900;;2018/10/05 01:43:01;1234
1047;3154;;2018/10/05 01:43:01;1234
1026;2656;;2018/10/05 01:43:01;1234
1048;2867;;2018/10/05 01:43:01;1234
1049;4257;;2018/10/05 01:43:01;1234
1050;3808;;2018/10/05 01:43:01;1234
1051;3417;;2018/10/05 01:43:01;1234
1052;3571;;2018/10/05 01:43:01;1234
1050;3630;;2018/10/05 01:43:01;1234
1053;3810;;2018/10/05 01:43:01;1234
1054;3660;;2018/10/05 01:43:01;1234
1055;3645;;2018/10/05 01:43:01;1234
1056;4057;;2018/10/05 01:43:01;1234
1057;3407;;2018/10/05 01:43:01;1234
1058;301;;2018/10/05 01:43:01;1234
1059;1047;;2018/10/05 01:43:01;1234
1058;964;;2018/10/05 01:43:01;1234
1058;1245;;2018/10/05 01:43:01;1234
1060;643;;2018/10/05 01:43:01;1234
1061;1573;;2018/10/05 01:43:01;1234
1062;1266;;2018/10/05 01:43:01;1234
1058;1005;;2018/10/05 01:43:01;1234
1060;253;;2018/10/05 01:43:01;1234
1060;474;;2018/10/05 01:43:01;1234
1063;1181;;2018/10/05 01:43:01;1234
1058;321;;2018/10/05 01:43:01;1234
1064;463;;2018/10/05 01:43:01;1234
1059;1300;;2018/10/05 01:43:01;1234
1059;159;;2018/10/05 01:43:01;1234
1065;1588;;2018/10/05 01:43:01;1234
1064;1318;;2018/10/05 01:43:01;1234
1064;83;;2018/10/05 01:43:01;1234
1060;394;;2018/10/05 01:43:01;1234
1058;762;;2018/10/05 01:43:01;1234
1058;133;;2018/10/05 01:43:01;1234
1064;347;;2018/10/05 01:43:01;1234
1058;945;;2018/10/05 01:43:01;1234
1059;290;;2018/10/05 01:43:01;1234
1066;1703;;2018/10/05 01:43:01;1234
1060;1416;;2018/10/05 01:43:01;1234
1067;56;;2018/10/05 01:43:01;1234
1068;631;;2018/10/05 01:43:01;1234
1064;1945;;2018/10/05 01:43:01;1234
1058;2716;;2018/10/05 01:43:01;1234
1069;2906;;2018/10/05 01:43:01;1234
1058;2051;;2018/10/05 01:43:01;1234
1070;2972;;2018/10/05 01:43:01;1234
1071;1865;;2018/10/05 01:43:01;1234
1072;2167;;2018/10/05 01:43:01;1234
1073;3003;;2018/10/05 01:43:01;1234
1074;2135;;2018/10/05 01:43:01;1234
1075;2301;;2018/10/05 01:43:01;1234
1076;2379;;2018/10/05 01:43:01;1234
1059;2026;;2018/10/05 01:43:01;1234
1077;3044;;2018/10/05 01:43:01;1234
1078;2632;;2018/10/05 01:43:01;1234
1079;2879;;2018/10/05 01:43:01;1234
1058;2785;;2018/10/05 01:43:01;1234
1080;3138;;2018/10/05 01:43:01;1234
1059;2585;;2018/10/05 01:43:01;1234
1078;1760;;2018/10/05 01:43:01;1234
1081;2944;;2018/10/05 01:43:01;1234
1059;2943;;2018/10/05 01:43:01;1234
1082;2939;;2018/10/05 01:43:01;1234
1083;2353;;2018/10/05 01:43:01;1234
1071;2099;;2018/10/05 01:43:01;1234
1060;2511;;2018/10/05 01:43:01;1234
1084;2415;;2018/10/05 01:43:01;1234
1060;2667;;2018/10/05 01:43:01;1234
1085;2793;;2018/10/05 01:43:01;1234
1086;2398;;2018/10/05 01:43:01;1234
1058;1880;;2018/10/05 01:43:01;1234
1087;2694;;2018/10/05 01:43:01;1234
1088;2617;;2018/10/05 01:43:01;1234
1071;2918;;2018/10/05 01:43:01;1234
1089;3842;;2018/10/05 01:43:01;1234
1090;3367;;2018/10/05 01:43:01;1234
1091;3595;;2018/10/05 01:43:01;1234
1092;3507;;2018/10/05 01:43:01;1234
1093;4208;;2018/10/05 01:43:01;1234
1094;4117;;2018/10/05 01:43:01;1234
1095;3349;;2018/10/05 01:43:01;1234
1096;3905;;2018/10/05 01:43:01;1234
1097;3717;;2018/10/05 01:43:01;1234
1098;3999;;2018/10/05 01:43:01;1234
1099;4074;;2018/10/05 01:43:01;1234
1100;3390;;2018/10/05 01:43:01;1234
1101;180;;2018/10/05 01:43:01;1234
1102;1101;;2018/10/05 01:43:01;1234
1103;1165;;2018/10/05 01:43:01;1234
1104;1621;;2018/10/05 01:43:01;1234
1090;737;;2018/10/05 01:43:01;1234
1105;1310;;2018/10/05 01:43:01;1234
1106;1453;;2018/10/05 01:43:01;1234
1107;1141;;2018/10/05 01:43:01;1234
1108;381;;2018/10/05 01:43:01;1234
1090;1032;;2018/10/05 01:43:01;1234
1109;1740;;2018/10/05 01:43:01;1234
1110;1644;;2018/10/05 01:43:01;1234
1090;568;;2018/10/05 01:43:01;1234
1111;464;;2018/10/05 01:43:01;1234
1103;573;;2018/10/05 01:43:01;1234
1110;1673;;2018/10/05 01:43:01;1234
1103;1055;;2018/10/05 01:43:01;1234
1112;60;;2018/10/05 01:43:01;1234
1103;893;;2018/10/05 01:43:01;1234
1103;554;;2018/10/05 01:43:01;1234
1090;1076;;2018/10/05 01:43:01;1234
1090;266;;2018/10/05 01:43:01;1234
1113;173;;2018/10/05 01:43:01;1234
1114;1466;;2018/10/05 01:43:01;1234
1115;2336;;2018/10/05 01:43:01;1234
1116;843;;2018/10/05 01:43:01;1234
1117;2728;;2018/10/05 01:43:01;1234
1118;2139;;2018/10/05 01:43:01;1234
1119;1756;;2018/10/05 01:43:01;1234
1120;2428;;2018/10/05 01:43:01;1234
1121;2462;;2018/10/05 01:43:01;1234
1122;2409;;2018/10/05 01:43:01;1234
1123;2399;;2018/10/05 01:43:01;1234
1107;2470;;2018/10/05 01:43:01;1234
1101;2063;;2018/10/05 01:43:01;1234
1101;3034;;2018/10/05 01:43:01;1234
1124;3011;;2018/10/05 01:43:01;1234
1107;2624;;2018/10/05 01:43:01;1234
1105;2657;;2018/10/05 01:43:01;1234
1103;2478;;2018/10/05 01:43:01;1234
1125;3964;;2018/10/05 01:43:01;1234
1126;3667;;2018/10/05 01:43:01;1234
1127;3922;;2018/10/05 01:43:01;1234
1128;3481;;2018/10/05 01:43:01;1234
1129;3403;;2018/10/05 01:43:01;1234
1130;3605;;2018/10/05 01:43:01;1234
1131;4260;;2018/10/05 01:43:01;1234
1132;3572;;2018/10/05 01:43:01;1234
1133;4115;;2018/10/05 01:43:01;1234
1134;4068;;2018/10/05 01:43:01;1234
1135;1296;;2018/10/05 01:43:01;1234
1136;1541;;2018/10/05 01:43:01;1234
1137;1182;;2018/10/05 01:43:01;1234
1138;938;;2018/10/05 01:43:01;1234
1139;1551;;2018/10/05 01:43:01;1234
1140;475;;2018/10/05 01:43:01;1234
1141;1536;;2018/10/05 01:43:01;1234
1138;548;;2018/10/05 01:43:01;1234
1142;348;;2018/10/05 01:43:01;1234
1143;965;;2018/10/05 01:43:01;1234
1142;313;;2018/10/05 01:43:01;1234
1144;701;;2018/10/05 01:43:01;1234
1142;1492;;2018/10/05 01:43:01;1234
1145;1704;;2018/10/05 01:43:01;1234
1146;242;;2018/10/05 01:43:01;1234
1147;95;;2018/10/05 01:43:01;1234
1148;163;;2018/10/05 01:43:01;1234
1149;609;;2018/10/05 01:43:01;1234
1142;1436;;2018/10/05 01:43:01;1234
1142;528;;2018/10/05 01:43:01;1234
1142;1006;;2018/10/05 01:43:01;1234
1143;1574;;2018/10/05 01:43:01;1234
1150;3196;;2018/10/05 01:43:01;1234
1151;3045;;2018/10/05 01:43:01;1234
1152;3217;;2018/10/05 01:43:01;1234
1142;868;;2018/10/05 01:43:01;1234
1153;2484;;2018/10/05 01:43:01;1234
1153;2483;;2018/10/05 01:43:01;1234
1154;2302;;2018/10/05 01:43:01;1234
1155;2717;;2018/10/05 01:43:01;1234
1156;3306;;2018/10/05 01:43:01;1234
1157;2953;;2018/10/05 01:43:01;1234
1158;2614;;2018/10/05 01:43:01;1234
1159;1977;;2018/10/05 01:43:01;1234
1160;2106;;2018/10/05 01:43:01;1234
1161;3139;;2018/10/05 01:43:01;1234
1162;2075;;2018/10/05 01:43:01;1234
1163;2526;;2018/10/05 01:43:01;1234
1144;2844;;2018/10/05 01:43:01;1234
1164;2975;;2018/10/05 01:43:01;1234
1155;2517;;2018/10/05 01:43:01;1234
1165;2193;;2018/10/05 01:43:01;1234
1166;3095;;2018/10/05 01:43:01;1234
1153;2077;;2018/10/05 01:43:01;1234
1153;2078;;2018/10/05 01:43:01;1234
1167;1946;;2018/10/05 01:43:01;1234
1142;2266;;2018/10/05 01:43:01;1234
1168;2502;;2018/10/05 01:43:01;1234
1169;3844;;2018/10/05 01:43:01;1234
1170;3368;;2018/10/05 01:43:01;1234
1171;4094;;2018/10/05 01:43:01;1234
1172;3470;;2018/10/05 01:43:01;1234
1173;4071;;2018/10/05 01:43:01;1234
1174;4258;;2018/10/05 01:43:01;1234
1175;3379;;2018/10/05 01:43:01;1234
1176;4246;;2018/10/05 01:43:01;1234
1177;3811;;2018/10/05 01:43:01;1234
1178;3573;;2018/10/05 01:43:01;1234
1179;1454;;2018/10/05 01:43:01;1234
1180;224;;2018/10/05 01:43:01;1234
1181;363;;2018/10/05 01:43:01;1234
1181;1417;;2018/10/05 01:43:01;1234
1182;1212;;2018/10/05 01:43:01;1234
1183;11;;2018/10/05 01:43:01;1234
1180;134;;2018/10/05 01:43:01;1234
1184;1542;;2018/10/05 01:43:01;1234
1185;423;;2018/10/05 01:43:01;1234
1186;763;;2018/10/05 01:43:01;1234
1180;1048;;2018/10/05 01:43:01;1234
1187;1173;;2018/10/05 01:43:01;1234
1181;1531;;2018/10/05 01:43:01;1234
1183;544;;2018/10/05 01:43:01;1234
1188;1102;;2018/10/05 01:43:01;1234
1183;302;;2018/10/05 01:43:01;1234
1189;1658;;2018/10/05 01:43:01;1234
1183;1007;;2018/10/05 01:43:01;1234
1190;267;;2018/10/05 01:43:01;1234
1191;1622;;2018/10/05 01:43:01;1234
1186;580;;2018/10/05 01:43:01;1234
1192;278;;2018/10/05 01:43:01;1234
1183;597;;2018/10/05 01:43:01;1234
1183;731;;2018/10/05 01:43:01;1234
1193;1592;;2018/10/05 01:43:01;1234
1183;923;;2018/10/05 01:43:01;1234
1183;545;;2018/10/05 01:43:01;1234
1180;145;;2018/10/05 01:43:01;1234
1194;2100;;2018/10/05 01:43:01;1234
1195;2949;;2018/10/05 01:43:01;1234
1196;1797;;2018/10/05 01:43:01;1234
1197;2140;;2018/10/05 01:43:01;1234
1198;1849;;2018/10/05 01:43:01;1234
1199;2869;;2018/10/05 01:43:01;1234
1200;2027;;2018/10/05 01:43:01;1234
1181;2003;;2018/10/05 01:43:01;1234
1186;3035;;2018/10/05 01:43:01;1234
1183;3263;;2018/10/05 01:43:01;1234
1190;2729;;2018/10/05 01:43:01;1234
1181;1866;;2018/10/05 01:43:01;1234
1201;2354;;2018/10/05 01:43:01;1234
1202;2337;;2018/10/05 01:43:01;1234
1203;2794;;2018/10/05 01:43:01;1234
1195;1912;;2018/10/05 01:43:01;1234
1204;3022;;2018/10/05 01:43:01;1234
1205;2488;;2018/10/05 01:43:01;1234
1206;2466;;2018/10/05 01:43:01;1234
1193;1761;;2018/10/05 01:43:01;1234
1186;2512;;2018/10/05 01:43:01;1234
1180;2625;;2018/10/05 01:43:01;1234
1207;2479;;2018/10/05 01:43:01;1234
1208;4158;;2018/10/05 01:43:01;1234
1209;4216;;2018/10/05 01:43:01;1234
1210;3606;;2018/10/05 01:43:01;1234
1211;4269;;2018/10/05 01:43:01;1234
1212;3700;;2018/10/05 01:43:01;1234
1213;3785;;2018/10/05 01:43:01;1234
1214;3488;;2018/10/05 01:43:01;1234
1215;3948;;2018/10/05 01:43:01;1234
1216;3965;;2018/10/05 01:43:01;1234
1217;3647;;2018/10/05 01:43:01;1234
1218;3845;;2018/10/05 01:43:01;1234
1219;4183;;2018/10/05 01:43:01;1234
1220;3863;;2018/10/05 01:43:01;1234
1221;424;;2018/10/05 01:43:01;1234
1222;352;;2018/10/05 01:43:01;1234
1223;61;;2018/10/05 01:43:01;1234
1224;1498;;2018/10/05 01:43:01;1234
1224;1497;;2018/10/05 01:43:01;1234
1223;1024;;2018/10/05 01:43:01;1234
1225;1147;;2018/10/05 01:43:01;1234
1226;254;;2018/10/05 01:43:01;1234
1227;549;;2018/10/05 01:43:01;1234
1221;314;;2018/10/05 01:43:01;1234
1226;160;;2018/10/05 01:43:01;1234
1228;644;;2018/10/05 01:43:01;1234
1229;977;;2018/10/05 01:43:01;1234
1230;174;;2018/10/05 01:43:01;1234
1231;1041;;2018/10/05 01:43:01;1234
1232;330;;2018/10/05 01:43:01;1234
1233;211;;2018/10/05 01:43:01;1234
1232;894;;2018/10/05 01:43:01;1234
1234;1062;;2018/10/05 01:43:01;1234
1235;324;;2018/10/05 01:43:01;1234
1236;1319;;2018/10/05 01:43:01;1234
1237;1493;;2018/10/05 01:43:01;1234
1238;1183;;2018/10/05 01:43:01;1234
1239;1741;;2018/10/05 01:43:01;1234
1240;1267;;2018/10/05 01:43:01;1234
1241;633;;2018/10/05 01:43:01;1234
1227;1437;;2018/10/05 01:43:01;1234
1242;395;;2018/10/05 01:43:01;1234
1243;1623;;2018/10/05 01:43:01;1234
1244;469;;2018/10/05 01:43:01;1234
1227;291;;2018/10/05 01:43:01;1234
1232;1467;;2018/10/05 01:43:01;1234
1221;135;;2018/10/05 01:43:01;1234
1245;3188;;2018/10/05 01:43:01;1234
1223;2125;;2018/10/05 01:43:01;1234
1227;2633;;2018/10/05 01:43:01;1234
1246;2518;;2018/10/05 01:43:01;1234
1247;2695;;2018/10/05 01:43:01;1234
1248;2845;;2018/10/05 01:43:01;1234
1249;2527;;2018/10/05 01:43:01;1234
1250;2950;;2018/10/05 01:43:01;1234
1251;2668;;2018/10/05 01:43:01;1234
1252;2389;;2018/10/05 01:43:01;1234
1253;2410;;2018/10/05 01:43:01;1234
1223;869;;2018/10/05 01:43:01;1234
1254;3081;;2018/10/05 01:43:01;1234
1255;3267;;2018/10/05 01:43:01;1234
1256;2618;;2018/10/05 01:43:01;1234
1257;2813;;2018/10/05 01:43:01;1234
1257;2812;;2018/10/05 01:43:01;1234
1258;3096;;2018/10/05 01:43:01;1234
1259;2355;;2018/10/05 01:43:01;1234
1223;1881;;2018/10/05 01:43:01;1234
1260;2506;;2018/10/05 01:43:01;1234
1261;2776;;2018/10/05 01:43:01;1234
1262;1913;;2018/10/05 01:43:01;1234
1227;2485;;2018/10/05 01:43:01;1234
1261;2209;;2018/10/05 01:43:01;1234
1263;2208;;2018/10/05 01:43:01;1234
1246;2429;;2018/10/05 01:43:01;1234
1261;2210;;2018/10/05 01:43:01;1234
1226;882;;2018/10/05 01:43:01;1234
1264;3013;;2018/10/05 01:43:01;1234
1229;2882;;2018/10/05 01:43:01;1234
1265;3843;;2018/10/05 01:43:01;1234
1266;4072;;2018/10/05 01:43:01;1234
1267;4247;;2018/10/05 01:43:01;1234
1268;3597;;2018/10/05 01:43:01;1234
1269;4228;;2018/10/05 01:43:01;1234
1270;3925;;2018/10/05 01:43:01;1234
1271;3389;;2018/10/05 01:43:01;1234
1272;3991;;2018/10/05 01:43:01;1234
1273;4215;;2018/10/05 01:43:01;1234
1274;555;;2018/10/05 01:43:01;1234
1275;1311;;2018/10/05 01:43:01;1234
1276;1065;;2018/10/05 01:43:01;1234
1274;939;;2018/10/05 01:43:01;1234
1277;693;;2018/10/05 01:43:01;1234
1274;6;;2018/10/05 01:43:01;1234
1278;1321;;2018/10/05 01:43:01;1234
1279;165;;2018/10/05 01:43:01;1234
1280;476;;2018/10/05 01:43:01;1234
1274;702;;2018/10/05 01:43:01;1234
1281;188;;2018/10/05 01:43:01;1234
1282;610;;2018/10/05 01:43:01;1234
1274;492;;2018/10/05 01:43:01;1234
1280;1056;;2018/10/05 01:43:01;1234
1283;1025;;2018/10/05 01:43:01;1234
1275;234;;2018/10/05 01:43:01;1234
1284;1537;;2018/10/05 01:43:01;1234
1285;591;;2018/10/05 01:43:01;1234
1286;1593;;2018/10/05 01:43:01;1234
1280;569;;2018/10/05 01:43:01;1234
1287;1455;;2018/10/05 01:43:01;1234
1288;1601;;2018/10/05 01:43:01;1234
1289;895;;2018/10/05 01:43:01;1234
1289;425;;2018/10/05 01:43:01;1234
1290;429;;2018/10/05 01:43:01;1234
1291;2331;;2018/10/05 01:43:01;1234
1292;2626;;2018/10/05 01:43:01;1234
1289;2028;;2018/10/05 01:43:01;1234
1293;1769;;2018/10/05 01:43:01;1234
1294;2489;;2018/10/05 01:43:01;1234
1295;1867;;2018/10/05 01:43:01;1234
1296;2257;;2018/10/05 01:43:01;1234
1297;1947;;2018/10/05 01:43:01;1234
1282;2132;;2018/10/05 01:43:01;1234
1280;2545;;2018/10/05 01:43:01;1234
1280;2670;;2018/10/05 01:43:01;1234
1298;3158;;2018/10/05 01:43:01;1234
1283;3004;;2018/10/05 01:43:01;1234
1299;2453;;2018/10/05 01:43:01;1234
1300;3104;;2018/10/05 01:43:01;1234
1301;2498;;2018/10/05 01:43:01;1234
1302;833;;2018/10/05 01:43:01;1234
1274;2957;;2018/10/05 01:43:01;1234
1280;870;;2018/10/05 01:43:01;1234
1282;2658;;2018/10/05 01:43:01;1234
1303;2669;;2018/10/05 01:43:01;1234
1274;2471;;2018/10/05 01:43:01;1234
1280;2908;;2018/10/05 01:43:01;1234
1304;1850;;2018/10/05 01:43:01;1234
1280;2546;;2018/10/05 01:43:01;1234
1288;844;;2018/10/05 01:43:01;1234
1305;4252;;2018/10/05 01:43:01;1234
1306;3786;;2018/10/05 01:43:01;1234
1307;4116;;2018/10/05 01:43:01;1234
1308;4029;;2018/10/05 01:43:01;1234
1309;4259;;2018/10/05 01:43:01;1234
1310;4191;;2018/10/05 01:43:01;1234
1311;3574;;2018/10/05 01:43:01;1234
1312;3908;;2018/10/05 01:43:01;1234
1313;353;;2018/10/05 01:43:01;1234
1314;1033;;2018/10/05 01:43:01;1234
1314;1468;;2018/10/05 01:43:01;1234
1315;418;;2018/10/05 01:43:01;1234
1316;550;;2018/10/05 01:43:01;1234
1316;1081;;2018/10/05 01:43:01;1234
1317;453;;2018/10/05 01:43:01;1234
1318;181;;2018/10/05 01:43:01;1234
1319;349;;2018/10/05 01:43:01;1234
1320;1394;;2018/10/05 01:43:01;1234
1318;268;;2018/10/05 01:43:01;1234
1321;296;;2018/10/05 01:43:01;1234
1315;1008;;2018/10/05 01:43:01;1234
1318;255;;2018/10/05 01:43:01;1234
1322;738;;2018/10/05 01:43:01;1234
1319;775;;2018/10/05 01:43:01;1234
1315;96;;2018/10/05 01:43:01;1234
1323;1144;;2018/10/05 01:43:01;1234
1324;1824;;2018/10/05 01:43:01;1234
1325;3125;;2018/10/05 01:43:01;1234
1326;2636;;2018/10/05 01:43:01;1234
1327;2513;;2018/10/05 01:43:01;1234
1328;2392;;2018/10/05 01:43:01;1234
1325;3126;;2018/10/05 01:43:01;1234
1318;2547;;2018/10/05 01:43:01;1234
1329;2175;;2018/10/05 01:43:01;1234
1330;2251;;2018/10/05 01:43:01;1234
1331;2430;;2018/10/05 01:43:01;1234
1332;2619;;2018/10/05 01:43:01;1234
1319;2573;;2018/10/05 01:43:01;1234
1333;1805;;2018/10/05 01:43:01;1234
1334;2400;;2018/10/05 01:43:01;1234
1335;3014;;2018/10/05 01:43:01;1234
1316;2924;;2018/10/05 01:43:01;1234
1336;2243;;2018/10/05 01:43:01;1234
1337;2777;;2018/10/05 01:43:01;1234
1324;1825;;2018/10/05 01:43:01;1234
1338;2338;;2018/10/05 01:43:01;1234
1339;2194;;2018/10/05 01:43:01;1234
1340;3357;;2018/10/05 01:43:01;1234
1341;3834;;2018/10/05 01:43:01;1234
1342;3909;;2018/10/05 01:43:01;1234
1341;3833;;2018/10/05 01:43:01;1234
1343;3369;;2018/10/05 01:43:01;1234
1344;3900;;2018/10/05 01:43:01;1234
1345;1594;;2018/10/05 01:43:01;1234
1346;1528;;2018/10/05 01:43:01;1234
1347;732;;2018/10/05 01:43:01;1234
1346;611;;2018/10/05 01:43:01;1234
1348;146;;2018/10/05 01:43:01;1234
1346;303;;2018/10/05 01:43:01;1234
1346;1301;;2018/10/05 01:43:01;1234
1346;426;;2018/10/05 01:43:01;1234
1349;470;;2018/10/05 01:43:01;1234
1350;292;;2018/10/05 01:43:01;1234
1351;315;;2018/10/05 01:43:01;1234
1346;20;;2018/10/05 01:43:01;1234
1350;1042;;2018/10/05 01:43:01;1234
1352;1645;;2018/10/05 01:43:01;1234
1346;21;;2018/10/05 01:43:01;1234
1351;1532;;2018/10/05 01:43:01;1234
1353;1365;;2018/10/05 01:43:01;1234
1354;1563;;2018/10/05 01:43:01;1234
1352;1674;;2018/10/05 01:43:01;1234
1355;189;;2018/10/05 01:43:01;1234
1356;1184;;2018/10/05 01:43:01;1234
1357;1103;;2018/10/05 01:43:01;1234
1350;3036;;2018/10/05 01:43:01;1234
1351;2004;;2018/10/05 01:43:01;1234
1346;2786;;2018/10/05 01:43:01;1234
1351;1969;;2018/10/05 01:43:01;1234
1343;2141;;2018/10/05 01:43:01;1234
1358;2244;;2018/10/05 01:43:01;1234
1359;2107;;2018/10/05 01:43:01;1234
1360;2442;;2018/10/05 01:43:01;1234
1361;3118;;2018/10/05 01:43:01;1234
1350;2743;;2018/10/05 01:43:01;1234
1362;1818;;2018/10/05 01:43:01;1234
1363;2490;;2018/10/05 01:43:01;1234
1364;3159;;2018/10/05 01:43:01;1234
1360;2441;;2018/10/05 01:43:01;1234
1365;4030;;2018/10/05 01:43:01;1234
1366;3581;;2018/10/05 01:43:01;1234
1367;4253;;2018/10/05 01:43:01;1234
1368;3444;;2018/10/05 01:43:01;1234
1369;4109;;2018/10/05 01:43:01;1234
1370;123;;2018/10/05 01:43:01;1234
1371;1205;;2018/10/05 01:43:01;1234
1372;1469;;2018/10/05 01:43:01;1234
1372;1418;;2018/10/05 01:43:01;1234
1373;147;;2018/10/05 01:43:01;1234
1374;678;;2018/10/05 01:43:01;1234
1375;634;;2018/10/05 01:43:01;1234
1376;1564;;2018/10/05 01:43:01;1234
1377;1624;;2018/10/05 01:43:01;1234
1378;487;;2018/10/05 01:43:01;1234
1379;127;;2018/10/05 01:43:01;1234
1380;1366;;2018/10/05 01:43:01;1234
1374;934;;2018/10/05 01:43:01;1234
1381;1063;;2018/10/05 01:43:01;1234
1382;1009;;2018/10/05 01:43:01;1234
1371;896;;2018/10/05 01:43:01;1234
1372;647;;2018/10/05 01:43:01;1234
1382;1320;;2018/10/05 01:43:01;1234
1382;1323;;2018/10/05 01:43:01;1234
1383;2038;;2018/10/05 01:43:01;1234
1382;854;;2018/10/05 01:43:01;1234
1384;2303;;2018/10/05 01:43:01;1234
1385;2454;;2018/10/05 01:43:01;1234
1374;2563;;2018/10/05 01:43:01;1234
1374;2463;;2018/10/05 01:43:01;1234
1386;1868;;2018/10/05 01:43:01;1234
1387;3161;;2018/10/05 01:43:01;1234
1388;2126;;2018/10/05 01:43:01;1234
1389;1832;;2018/10/05 01:43:01;1234
1390;2343;;2018/10/05 01:43:01;1234
1391;2480;;2018/10/05 01:43:01;1234
1392;2081;;2018/10/05 01:43:01;1234
1393;3150;;2018/10/05 01:43:01;1234
1394;2605;;2018/10/05 01:43:01;1234
1395;2696;;2018/10/05 01:43:01;1234
1381;3143;;2018/10/05 01:43:01;1234
1396;3847;;2018/10/05 01:43:01;1234
1397;3445;;2018/10/05 01:43:01;1234
1398;1324;;2018/10/05 01:43:01;1234
1398;1361;;2018/10/05 01:43:01;1234
1399;19;;2018/10/05 01:43:01;1234
1398;1107;;2018/10/05 01:43:01;1234
1396;590;;2018/10/05 01:43:01;1234
1400;488;;2018/10/05 01:43:01;1234
1399;966;;2018/10/05 01:43:01;1234
1399;286;;2018/10/05 01:43:01;1234
1399;398;;2018/10/05 01:43:01;1234
1401;1538;;2018/10/05 01:43:01;1234
1402;818;;2018/10/05 01:43:01;1234
1403;293;;2018/10/05 01:43:01;1234
1398;1026;;2018/10/05 01:43:01;1234
1398;1106;;2018/10/05 01:43:01;1234
1404;48;;2018/10/05 01:43:01;1234
1405;212;;2018/10/05 01:43:01;1234
1406;1148;;2018/10/05 01:43:01;1234
1407;243;;2018/10/05 01:43:01;1234
1398;703;;2018/10/05 01:43:01;1234
1399;316;;2018/10/05 01:43:01;1234
1398;1027;;2018/10/05 01:43:01;1234
1408;688;;2018/10/05 01:43:01;1234
1409;1395;;2018/10/05 01:43:01;1234
1410;307;;2018/10/05 01:43:01;1234
1398;1128;;2018/10/05 01:43:01;1234
1411;136;;2018/10/05 01:43:01;1234
1398;1254;;2018/10/05 01:43:01;1234
1412;953;;2018/10/05 01:43:01;1234
1413;1543;;2018/10/05 01:43:01;1234
1399;1484;;2018/10/05 01:43:01;1234
1414;583;;2018/10/05 01:43:01;1234
1415;2799;;2018/10/05 01:43:01;1234
1416;3170;;2018/10/05 01:43:01;1234
1417;2491;;2018/10/05 01:43:01;1234
1418;2964;;2018/10/05 01:43:01;1234
1419;2936;;2018/10/05 01:43:01;1234
1411;2339;;2018/10/05 01:43:01;1234
1420;3163;;2018/10/05 01:43:01;1234
1421;1856;;2018/10/05 01:43:01;1234
1416;3168;;2018/10/05 01:43:01;1234
1416;3172;;2018/10/05 01:43:01;1234
1417;2574;;2018/10/05 01:43:01;1234
1411;3037;;2018/10/05 01:43:01;1234
1401;2393;;2018/10/05 01:43:01;1234
1422;1985;;2018/10/05 01:43:01;1234
1423;2514;;2018/10/05 01:43:01;1234
1399;2925;;2018/10/05 01:43:01;1234
1424;2086;;2018/10/05 01:43:01;1234
1425;2437;;2018/10/05 01:43:01;1234
1398;2431;;2018/10/05 01:43:01;1234
1426;2620;;2018/10/05 01:43:01;1234
1427;2133;;2018/10/05 01:43:01;1234
1417;1770;;2018/10/05 01:43:01;1234
1408;2820;;2018/10/05 01:43:01;1234
1411;838;;2018/10/05 01:43:01;1234
1428;3109;;2018/10/05 01:43:01;1234
1423;2795;;2018/10/05 01:43:01;1234
1429;3849;;2018/10/05 01:43:01;1234
1430;3901;;2018/10/05 01:43:01;1234
1431;3362;;2018/10/05 01:43:01;1234
1432;190;;2018/10/05 01:43:01;1234
1433;128;;2018/10/05 01:43:01;1234
1434;124;;2018/10/05 01:43:01;1234
1435;86;;2018/10/05 01:43:01;1234
1436;906;;2018/10/05 01:43:01;1234
1437;62;;2018/10/05 01:43:01;1234
1438;216;;2018/10/05 01:43:01;1234
1434;63;;2018/10/05 01:43:01;1234
1439;71;;2018/10/05 01:43:01;1234
1437;1020;;2018/10/05 01:43:01;1234
1434;57;;2018/10/05 01:43:01;1234
1439;1655;;2018/10/05 01:43:01;1234
1434;1499;;2018/10/05 01:43:01;1234
1440;1117;;2018/10/05 01:43:01;1234
1439;679;;2018/10/05 01:43:01;1234
1441;745;;2018/10/05 01:43:01;1234
1437;493;;2018/10/05 01:43:01;1234
1437;1533;;2018/10/05 01:43:01;1234
1442;477;;2018/10/05 01:43:01;1234
1443;1651;;2018/10/05 01:43:01;1234
1444;1653;;2018/10/05 01:43:01;1234
1444;1654;;2018/10/05 01:43:01;1234
1437;1664;;2018/10/05 01:43:01;1234
1445;1306;;2018/10/05 01:43:01;1234
1439;1730;;2018/10/05 01:43:01;1234
1446;534;;2018/10/05 01:43:01;1234
1447;1160;;2018/10/05 01:43:01;1234
1434;382;;2018/10/05 01:43:01;1234
1448;1603;;2018/10/05 01:43:01;1234
1437;1616;;2018/10/05 01:43:01;1234
1437;1617;;2018/10/05 01:43:01;1234
1437;419;;2018/10/05 01:43:01;1234
1434;383;;2018/10/05 01:43:01;1234
1439;1733;;2018/10/05 01:43:01;1234
1439;1231;;2018/10/05 01:43:01;1234
1439;652;;2018/10/05 01:43:01;1234
